Question	Answer
"É possível alterar a URL de uma campanha ativa pela mesma URL com o SmartClick?"	"Aconselho a duplicar a campanha para a modificação... seu anúncio será revisado... após a aprovação, pause a anterior para não interromper a campanha."
"Posso modificar a URL de uma campanha rodando para a versão do SmartClick?"	"Recomendo que você faça uma duplicata da campanha para alterar... o anúncio irá passar por revisão... quando for aprovado, pause a antiga, assim você não perde a continuidade."
"É possível trocar a URL de uma campanha ativa pela URL com o SmartClick?"	"Sugiro duplicar a campanha antes da troca... seu anúncio entrará em revisão... uma vez aprovado, pause a campanha antiga para continuar a publicidade."
"Consigo trocar a URL de uma campanha em execução pela URL do SmartClick?"	"Recomendo que você crie uma duplicata da campanha para a mudança... pois seu anúncio passará por revisão... após a aprovação, pause a antiga para não interromper a divulgação."
"É permitido mudar a URL de uma campanha rodando para a mesma URL do SmartClick?"	"Sugiro duplicar a campanha antes de alterar... já que o anúncio vai entrar em revisão... quando aprovado, pause a antiga para continuar a anunciar."
"Posso alterar a URL de uma campanha em andamento para a URL com SmartClick?"	"Recomendo criar uma cópia da campanha para fazer a mudança... o anúncio passará por revisão... assim que for aprovado, você pode pausar a antiga, mantendo a continuidade."
"Posso trocar a URL de uma campanha ativa para a URL do SmartClick?"	"Aconselho a duplicação da campanha antes da alteração... pois o anúncio entrará em revisão... após aprovação, pause a antiga para não interromper a publicidade."
"É viável mudar a URL de uma campanha rodando para a versão SmartClick?"	"Sugiro que você duplique a campanha para fazer a troca... o anúncio entrará em revisão... quando aprovado, pause a campanha antiga para não perder a continuidade."
"Posso modificar a URL de uma campanha ativa para a mesma URL com o SmartClick?"	"Recomendo que você crie uma duplicata da campanha para a alteração... o anúncio passará por revisão... após a aprovação, pause a antiga, garantindo que você não pare de anunciar."
"É possível substituir a URL de uma campanha em andamento pela URL com o SmartClick?"	"Aconselho duplicar a campanha antes de fazer a mudança... seu anúncio será revisado... assim que for aprovado, pause a antiga para manter a continuidade da publicidade."
"Posso alterar a URL de uma campanha rodando para a URL com o SmartClick?"	"Sugiro que você faça uma cópia da campanha para a modificação... o anúncio irá passar por revisão... uma vez aprovado, você pode pausar a anterior, mantendo a continuidade."
"É permitido trocar a URL de uma campanha ativa pela URL com SmartClick?"	"Recomendo duplicar a campanha antes de alterar... já que o anúncio vai entrar em revisão... quando aprovado, pause a antiga para continuar anunciando."
"Posso trocar a URL de uma campanha em execução para a mesma URL do SmartClick?"	"Aconselho a duplicação da campanha para fazer a alteração... o anúncio entrará em revisão... após aprovação, pause a antiga, garantindo que a publicidade não pare."
"É possível mudar a URL de uma campanha ativa para a versão do SmartClick?"	"Sugiro duplicar a campanha antes da mudança... pois o anúncio passará por revisão... quando for aprovado, pause a antiga para manter a continuidade."
"No meu Smart Click, o relatório está zerado, isso é normal?"	"Não é normal, por favor reveja o vídeo sobre como utilizar o script para ver se cometeu algum erro."
"O relatório do meu Smart Click está vazio, isso é normal?"	"Não é comum, por favor, assista ao vídeo que ensina a usar o script para verificar se houve algum erro."
"Meu relatório no Smart Click aparece zerado, isso é normal?"	"Não é o esperado, por favor, reveja o vídeo sobre como usar o script para identificar possíveis erros."
"É normal que o relatório do meu Smart Click esteja zerado?"	"Não, isso não é normal. Por favor, confira o vídeo que explica como utilizar o script para ver se você cometeu algum erro."
"Meu relatório no Smart Click está em branco, isso é normal?"	"Não é normal. Por favor, veja o vídeo sobre o uso do script para identificar se há algum erro."
"O relatório do meu Smart Click está zerado, isso é comum?"	"Não, isso não é normal. Por favor, assista ao vídeo sobre como usar o script para verificar se houve algum erro."
"O relatório no meu Smart Click está vazio, isso é normal?"	"Não, isso não é normal. Por favor, reveja o vídeo sobre a utilização do script para identificar qualquer erro."
"Meu Smart Click mostra o relatório zerado, isso é normal?"	"Não é normal. Recomendo que você assista ao vídeo que explica como utilizar o script e veja se cometeu algum erro."
"No meu Smart Click, o relatório está em branco, isso é normal?"	"Não, isso não é normal. Verifique o vídeo sobre como utilizar o script para ver se há algum erro."
"É normal o relatório do Smart Click aparecer zerado?"	"Não, isso não é o que se espera. Por favor, confira o vídeo sobre o uso do script para identificar erros."
"O relatório do meu Smart Click está com dados zerados, isso é normal?"	"Não é comum. Por favor, assista ao vídeo que ensina como usar o script para verificar se houve algum erro."
"Meu relatório no Smart Click está completamente vazio, isso é normal?"	"Não, isso não é normal. Por favor, reveja o vídeo que orienta sobre o uso do script para identificar erros."
"Meu Smart Click não mostra dados no relatório, isso é normal?"	"Não, isso não é normal. Por favor, veja o vídeo sobre como usar o script e verifique se você cometeu algum erro."
"O relatório no meu Smart Click está zerado, isso é uma situação comum?"	"Não, não é normal. Por favor, assista ao vídeo sobre a utilização do script para verificar se cometeu algum erro."
"O relatório do Smart Click está em branco, isso é normal?"	"Não é o que normalmente acontece. Por favor, reveja o vídeo sobre como usar o script para encontrar possíveis erros."
"Meu relatório no Smart Click não contém informações, isso é normal?"	"Não, isso não é normal. Recomendo que você assista ao vídeo que explica como utilizar o script para ver se houve algum erro."
"No meu Smart Click, o relatório está sem dados, isso é normal?"	"Não, isso não é normal. Verifique o vídeo sobre a utilização do script para identificar erros."
"É normal que o relatório do Smart Click esteja completamente vazio?"	"Não, isso não é esperado. Por favor, confira o vídeo sobre o uso do script para identificar erros."
"O relatório do meu Smart Click não mostra resultados, isso é normal?"	"Não, isso não é normal. Por favor, assista ao vídeo que orienta sobre a utilização do script para verificar se cometeu algum erro."
"O relatório no meu Smart Click aparece zerado, isso é uma situação comum?"	"Não, isso não é normal. Por favor, reveja o vídeo sobre como usar o script para encontrar erros."
"Meu Smart Click não mostra dados no relatório, isso é normal?"	"Não, isso não é normal. Assista ao vídeo sobre a utilização do script para verificar se houve algum erro."
"Tenho mais de uma conta no Google com emails diferentes, como faço a integração do Smart Click?"	"No momento, o Smart Click integra apenas 1 conta com o Google. Caso use mais de um e-mail, os outros terão que ser feitos manualmente."
"Possuo várias contas do Google com e-mails diferentes, como posso integrar o Smart Click?"	"Atualmente, o Smart Click só integra uma conta do Google. Se você tiver outros e-mails, será necessário fazer a integração manualmente."
"Como faço para integrar o Smart Click se tenho mais de uma conta do Google com e-mails diferentes?"	"No momento, o Smart Click só permite a integração de uma conta do Google. As demais contas precisarão ser integradas manualmente."
"Se eu tiver várias contas no Google com e-mails distintos, como integro o Smart Click?"	"Atualmente, o Smart Click suporta apenas uma conta do Google. Para outras contas, será necessário realizar a integração manual."
"Como posso integrar o Smart Click se tenho mais de uma conta no Google com e-mails diferentes?"	"No momento, o Smart Click só permite a integração de uma conta. As demais contas precisam ser feitas manualmente."
"Tenho múltiplas contas do Google com e-mails diferentes, como é feita a integração do Smart Click?"	"Atualmente, o Smart Click integra apenas uma conta do Google. Para as outras, será preciso fazer a integração manualmente."
"Com várias contas no Google e e-mails diferentes, como posso integrar o Smart Click?"	"No momento, o Smart Click permite apenas a integração de uma conta do Google. Para os outros e-mails, a integração deve ser feita manualmente."
"Possuo mais de uma conta do Google com e-mails distintos, como posso integrar o Smart Click?"	"Atualmente, o Smart Click integra apenas uma conta. As demais devem ser configuradas manualmente."
"Se tenho várias contas no Google com e-mails diferentes, como realizo a integração do Smart Click?"	"No momento, o Smart Click suporta somente uma conta do Google. As outras devem ser feitas manualmente."
"Como faço para integrar o Smart Click tendo várias contas do Google com e-mails diferentes?"	"Atualmente, o Smart Click integra apenas uma conta do Google. Para os demais e-mails, será necessário realizar a integração manual."
"Se eu tiver mais de uma conta no Google com e-mails diferentes, como integro o Smart Click?"	"No momento, o Smart Click só permite a integração de uma conta do Google. As outras contas precisam ser integradas manualmente."
"Como integrar o Smart Click se eu tiver múltiplas contas no Google com e-mails distintos?"	"Atualmente, o Smart Click integra apenas uma conta do Google. Para as outras, a integração deve ser feita manualmente."
"Se eu tiver várias contas do Google com e-mails distintos, como é feita a integração do Smart Click?"	"Atualmente, o Smart Click só permite a integração de uma conta. As demais contas devem ser integradas manualmente."
"Com várias contas no Google e e-mails diferentes, como posso fazer a integração do Smart Click?"	"No momento, o Smart Click só integra uma conta do Google. As outras devem ser feitas manualmente."
"Como posso integrar o Smart Click tendo mais de uma conta no Google com e-mails diferentes?"	"Atualmente, o Smart Click só permite a integração de uma conta do Google. Para os demais e-mails, será necessário realizar a integração manual."
"Se eu tiver várias contas do Google com e-mails diferentes, como faço a integração do Smart Click?"	"No momento, o Smart Click integra apenas uma conta. As outras devem ser configuradas manualmente."
"Como integrar o Smart Click se tenho mais de uma conta no Google com e-mails diferentes?"	"Atualmente, o Smart Click só permite a integração de uma conta do Google. As outras precisam ser feitas manualmente."
"Possuo mais de uma conta no Google com e-mails distintos, como realizo a integração do Smart Click?"	"Atualmente, o Smart Click integra apenas uma conta. As demais contas devem ser configuradas manualmente."
"Se eu tiver múltiplas contas do Google com e-mails diferentes, como faço para integrar o Smart Click?"	"No momento, o Smart Click suporta apenas uma conta do Google. As outras devem ser feitas manualmente."
"Como posso integrar o Smart Click se tenho várias contas do Google com e-mails distintos?"	"Atualmente, o Smart Click integra apenas uma conta. Para as outras, a configuração deve ser feita manualmente."
"Com várias contas no Google e e-mails diferentes, como faço a integração do Smart Click?"	"No momento, o Smart Click integra apenas uma conta do Google. Para as demais, a integração deve ser feita manualmente."
"Na hora de subir a conversão manual para a conta do Google, eu devo usar a mesma planilha pra todas as contas ou planilhas separadas?"	"Se você tem todas as contas no mesmo e-mail, pode ser a mesma planilha. Porém, se elas estão em e-mails diferentes, daí precisa ser planilhas diferentes."
"Quando subir a conversão manual para a conta do Google, devo usar a mesma planilha para todas as contas ou planilhas separadas?"	"Se todas as contas estiverem no mesmo e-mail, pode usar a mesma planilha. Se estiverem em e-mails diferentes, você precisará de planilhas separadas."
"Ao subir a conversão manual para a conta do Google, é necessário usar a mesma planilha para todas as contas ou planilhas separadas?"	"Se todas as contas forem do mesmo e-mail, pode usar uma única planilha. Caso estejam em e-mails diferentes, precisará de planilhas distintas."
"Na hora de subir a conversão manual para o Google, devo utilizar a mesma planilha para todas as contas ou planilhas separadas?"	"Se todas as contas estão no mesmo e-mail, uma única planilha serve. Mas se estão em e-mails diferentes, você precisa de planilhas separadas."
"Quando for subir a conversão manual para o Google, devo usar a mesma planilha para todas as contas ou é melhor ter planilhas separadas?"	"Se todas as contas estão vinculadas ao mesmo e-mail, pode usar a mesma planilha. Se forem de e-mails diferentes, então precisará de planilhas separadas."
"Para subir a conversão manual para o Google, preciso usar a mesma planilha para todas as contas ou separadas?"	"Se todas as contas estão com o mesmo e-mail, uma única planilha é suficiente. Porém, se estiverem em e-mails diferentes, precisará de planilhas diferentes."
"Quando subir a conversão manual no Google, eu uso a mesma planilha para todas as contas ou planilhas distintas?"	"Se as contas estão no mesmo e-mail, pode usar a mesma planilha. Se estão em e-mails diferentes, então deve utilizar planilhas separadas."
"Ao fazer a subida manual de conversão para a conta do Google, eu uso a mesma planilha ou planilhas separadas?"	"Se todas as contas estão no mesmo e-mail, pode usar uma única planilha. Caso estejam em e-mails diferentes, precisará de planilhas separadas."
"Na hora de subir a conversão manual para o Google, devo utilizar a mesma planilha para todas as contas ou planilhas diferentes?"	"Se você possui todas as contas no mesmo e-mail, pode usar a mesma planilha. Caso contrário, se forem de e-mails diferentes, precisará de planilhas distintas."
"Ao subir a conversão manual no Google, é necessário usar a mesma planilha para todas as contas ou cada uma deve ter a sua?"	"Se todas as contas estão no mesmo e-mail, pode usar uma planilha. Se são de e-mails diferentes, precisará de planilhas separadas."
"Quando for subir a conversão manual para o Google, eu uso a mesma planilha ou é necessário ter planilhas diferentes?"	"Se as contas estão no mesmo e-mail, você pode usar a mesma planilha. Se estão em e-mails diferentes, então precisará de planilhas separadas."
"Para subir a conversão manual para a conta do Google, preciso usar a mesma planilha para todas as contas ou planilhas separadas?"	"Se todas as contas forem do mesmo e-mail, uma única planilha é suficiente. Se estão em e-mails diferentes, você precisará de planilhas separadas."
"Quando subir a conversão manual para o Google, devo usar a mesma planilha para todas as contas ou planilhas diferentes?"	"Se as contas estão no mesmo e-mail, pode usar a mesma planilha. Caso contrário, se estiverem em e-mails diferentes, será necessário ter planilhas separadas."
"Na hora de fazer a subida manual de conversão para o Google, devo usar a mesma planilha ou planilhas separadas?"	"Se todas as contas estão vinculadas ao mesmo e-mail, uma única planilha funciona. Se são de e-mails diferentes, você precisará de planilhas separadas."
"Ao subir a conversão manual para a conta do Google, é melhor usar a mesma planilha para todas as contas ou planilhas separadas?"	"Se você tem todas as contas no mesmo e-mail, uma única planilha é suficiente. Se forem em e-mails diferentes, precisará de planilhas separadas."
"Quando for subir a conversão manual para o Google, eu devo usar a mesma planilha para todas as contas ou separadas?"	"Se todas as contas estiverem no mesmo e-mail, pode usar a mesma planilha. Mas se estiverem em e-mails diferentes, precisará de planilhas separadas."
"Para subir a conversão manual no Google, eu utilizo a mesma planilha para todas as contas ou planilhas separadas?"	"Se as contas estão no mesmo e-mail, uma única planilha serve. Se são de e-mails diferentes, precisará de planilhas separadas."
"Na hora de subir a conversão manual para o Google, devo usar a mesma planilha ou planilhas separadas?"	"Se todas as contas estão no mesmo e-mail, pode usar a mesma planilha. Caso contrário, se forem de e-mails diferentes, precisará de planilhas separadas."
"Ao fazer a subida manual de conversão para a conta do Google, preciso usar a mesma planilha para todas as contas ou planilhas diferentes?"	"Se todas as contas estão com o mesmo e-mail, pode usar uma única planilha. Se são de e-mails diferentes, precisará de planilhas separadas."
"Quando subir a conversão manual para o Google, eu uso a mesma planilha ou planilhas distintas?"	"Se as contas estão no mesmo e-mail, pode usar a mesma planilha. Se estão em e-mails diferentes, precisará de planilhas separadas."
"Para subir a conversão manual no Google, devo usar a mesma planilha para todas as contas ou planilhas diferentes?"	"Se todas as contas estão no mesmo e-mail, uma única planilha é suficiente. Caso contrário, se estiverem em e-mails diferentes, precisará de planilhas separadas."
"No construtor de URL, na terceira linha é obrigatório colocar o Pixel do Google ou não?"	"Só se você for fazer a integração com o Google para preenchimento automático. Caso vá fazer manual, não é obrigatório."
"No construtor de URL, é necessário incluir o Pixel do Google na terceira linha?"	"Apenas se você estiver integrando com o Google para preenchimento automático. Se for fazer manualmente, não é obrigatório."
"Na terceira linha do construtor de URL, preciso adicionar o Pixel do Google?"	"Só é necessário se você estiver fazendo a integração com o Google para preenchimento automático. Se for manual, não precisa."
"É obrigatório incluir o Pixel do Google na terceira linha do construtor de URL?"	"Somente se você estiver integrando com o Google para preenchimento automático. Para preenchimento manual, não é necessário."
"No construtor de URL, devo obrigatoriamente colocar o Pixel do Google na terceira linha?"	"Apenas se estiver fazendo a integração com o Google para preenchimento automático. Se for manual, não é necessário."
"É necessário colocar o Pixel do Google na terceira linha do construtor de URL?"	"Somente se você for integrar com o Google para preenchimento automático. Para preenchimento manual, não é obrigatório."
"Na terceira linha do construtor de URL, é preciso adicionar o Pixel do Google?"	"Só é obrigatório se você estiver fazendo a integração com o Google para preenchimento automático. Se for fazer manualmente, não precisa."
"No construtor de URL, é obrigatório ter o Pixel do Google na terceira linha?"	"Apenas se você estiver integrando com o Google para preenchimento automático. Se fizer manualmente, não é necessário."
"É preciso incluir o Pixel do Google na terceira linha do construtor de URL?"	"Só é necessário se estiver integrando com o Google para preenchimento automático. Se for manual, não precisa."
"Na terceira linha do construtor de URL, é necessário colocar o Pixel do Google?"	"Apenas se você estiver fazendo a integração com o Google para preenchimento automático. Se for manual, não é obrigatório."
"É necessário colocar o Pixel do Google na terceira linha do construtor de URL?"	"Somente se você estiver integrando com o Google para preenchimento automático. Para preenchimento manual, não precisa."
"No construtor de URL, é obrigatório incluir o Pixel do Google na terceira linha?"	"Somente se você for integrar com o Google para preenchimento automático. Para preenchimento manual, não é necessário."
"Na terceira linha do construtor de URL, eu preciso incluir o Pixel do Google?"	"Só é necessário se você estiver fazendo a integração com o Google para preenchimento automático. Se for fazer manual, não precisa."
"É obrigatório colocar o Pixel do Google na terceira linha do construtor de URL?"	"Apenas se estiver fazendo a integração com o Google para preenchimento automático. Para preenchimento manual, não é obrigatório."
"No construtor de URL, é necessário adicionar o Pixel do Google na terceira linha?"	"Só é obrigatório se você estiver integrando com o Google para preenchimento automático. Se for manual, não é necessário."
"Na terceira linha do construtor de URL, devo colocar o Pixel do Google?"	"Somente se você estiver fazendo a integração com o Google para preenchimento automático. Se for manual, não precisa."
"No construtor de URL, é preciso obrigatoriamente incluir o Pixel do Google na terceira linha?"	"Apenas se você estiver integrando com o Google para preenchimento automático. Se for manual, não é necessário."
"Na terceira linha do construtor de URL, eu preciso incluir o Pixel do Google?"	"Somente se você estiver fazendo a integração com o Google para preenchimento automático. Se for manual, não é necessário."
"É obrigatório ter o Pixel do Google na terceira linha do construtor de URL?"	"Só é necessário se você estiver integrando com o Google para preenchimento automático. Para preenchimento manual, não é obrigatório."
"No construtor de URL, preciso adicionar o Pixel do Google na terceira linha?"	"Só se você estiver fazendo a integração com o Google para preenchimento automático. Se for manual, não é necessário."
"Na terceira linha do construtor de URL, é preciso colocar o Pixel do Google?"	"Apenas se você estiver integrando com o Google para preenchimento automático. Para manual, não é necessário."
"Tenho uma dúvida em relação ao relatório de cliques, caso eu queira fazer a identificação dos cliques por campanha, teria que identificar o meu primeiro SUBID com o nome da campanha? O campo Click ID do relatório é alimentado pelo primeiro SUBID?"**
"Isso mesmo… o primeiro SUBID deve ser o nome da campanha e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"No relatório de cliques, para identificar os cliques por campanha, eu preciso usar o primeiro SUBID com o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Exato! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Se eu quiser identificar os cliques por campanha no relatório, devo usar o primeiro SUBID como o nome da campanha? O campo Click ID é gerado pelo primeiro SUBID?"	"Isso mesmo! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é preenchido por esse primeiro SUBID."
"Para identificar cliques por campanha no relatório, preciso colocar o nome da campanha no primeiro SUBID? O campo Click ID do relatório é alimentado pelo primeiro SUBID?"	"Correto! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é preenchido por esse primeiro SUBID."
"No relatório de cliques, se eu quiser identificar cliques por campanha, devo usar o primeiro SUBID como o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Exato! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Caso eu queira identificar os cliques por campanha no relatório, é necessário usar o primeiro SUBID como o nome da campanha? O campo Click ID é alimentado pelo primeiro SUBID?"	"Sim! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"No relatório de cliques, para identificar cliques por campanha, eu uso o primeiro SUBID com o nome da campanha? O campo Click ID é alimentado por esse primeiro SUBID?"	"Exatamente! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Se eu quiser identificar os cliques por campanha no relatório, o primeiro SUBID deve ser o nome da campanha? O campo Click ID é gerado pelo primeiro SUBID?"	"Correto! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Para identificar os cliques no relatório por campanha, é preciso usar o primeiro SUBID como o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Isso mesmo! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"No relatório de cliques, para identificar os cliques por campanha, devo usar o primeiro SUBID com o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Exato! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Caso eu queira identificar cliques por campanha no relatório, o primeiro SUBID precisa ser o nome da campanha? O campo Click ID é gerado pelo primeiro SUBID?"	"Isso mesmo! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"No relatório de cliques, para identificar cliques por campanha, eu preciso usar o primeiro SUBID com o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Correto! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Se eu quiser identificar os cliques por campanha no relatório, é necessário usar o primeiro SUBID como o nome da campanha? O campo Click ID é gerado pelo primeiro SUBID?"	"Exato! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é preenchido por esse primeiro SUBID."
"Para identificar cliques por campanha no relatório, devo colocar o nome da campanha no primeiro SUBID? O campo Click ID do relatório é alimentado pelo primeiro SUBID?"	"Isso mesmo! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"No relatório de cliques, se eu quiser identificar cliques por campanha, preciso usar o primeiro SUBID como o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Exato! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Caso eu queira identificar os cliques por campanha no relatório, é necessário usar o primeiro SUBID como o nome da campanha? O campo Click ID é alimentado pelo primeiro SUBID?"	"Sim! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"No relatório de cliques, para identificar cliques por campanha, eu uso o primeiro SUBID com o nome da campanha? O campo Click ID é alimentado por esse primeiro SUBID?"	"Exatamente! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Se eu quiser identificar os cliques por campanha no relatório, o primeiro SUBID deve ser o nome da campanha? O campo Click ID é gerado pelo primeiro SUBID?"	"Correto! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Para identificar os cliques no relatório por campanha, é preciso usar o primeiro SUBID como o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Isso mesmo! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"No relatório de cliques, para identificar os cliques por campanha, devo usar o primeiro SUBID com o nome da campanha? O campo Click ID é preenchido pelo primeiro SUBID?"	"Exato! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."
"Caso eu queira identificar cliques por campanha no relatório, o primeiro SUBID precisa ser o nome da campanha? O campo Click ID é gerado pelo primeiro SUBID?"	"Isso mesmo! O primeiro SUBID deve ser o nome da campanha, e o campo Click ID do relatório é alimentado por esse primeiro SUBID."


